,cnn_0,cnn_1,cnn_2,cnn_3,cnn_4,cnn_5,cnn_6,cnn_7,cnn_8,cnn_9,cnn_10,cnn_11,cnn_12,cnn_13,cnn_14,cnn_15,cnn_16,cnn_17,cnn_18,cnn_19,cnn_20,cnn_21,cnn_22,cnn_23,cnn_24,cnn_25,cnn_26,cnn_27,cnn_28,cnn_29,cnn_30,cnn_31,ID
623,0.0,1.3201745,0.0,1.1477014,1.1440873,0.0,0.78888726,0.0,0.0,1.1731606,1.7078243,1.4764833,0.0,1.506216,0.0,1.366658,0.8035772,0.51505184,1.0364612,0.0,0.0,1.0655586,0.0,0.0,0.944038,0.0,0.0,1.2328285,1.1174306,0.0,0.0,0.0,4105
624,0.0,2.6401353,0.0,2.041379,2.4218733,0.0,1.5761445,0.0,0.0,2.4715967,3.9128761,3.512029,0.0,3.2341068,0.0,2.9070234,1.300377,0.6180287,1.7709153,0.0,0.0,2.4917057,0.0,0.0,1.6932627,0.0,0.0,2.5215268,2.4490795,0.0,0.0,0.0,4106
625,0.0,0.45525038,0.0,0.38699782,0.49003822,0.0,0.39596552,0.0,0.0,0.5810798,0.7004398,0.46225584,0.0,0.6081178,0.0,0.5974761,0.3584323,0.1736472,0.42489016,0.0,0.0,0.2413953,0.0,0.0,0.44703457,0.0,0.0,0.4898548,0.45618176,0.038007826,0.0,0.0,4107
626,0.0,1.3723158,0.0,0.9700948,1.2917913,0.0,0.8110291,0.0,0.0,1.4635738,2.5398986,1.8355079,0.0,1.7177415,0.0,1.7540035,0.5179234,0.10010155,0.79935867,0.0,0.0,1.5213305,0.0,0.0,0.7484808,0.0,0.0,1.5876976,1.509783,0.0,0.0,0.0,4117
627,0.0,1.3306837,0.0,1.138008,1.1735575,0.0,0.8300153,0.0,0.0,1.2305838,1.8009762,1.551641,0.0,1.5529466,0.0,1.4247237,0.76683515,0.4602009,1.0315676,0.0,0.0,1.1186638,0.0,0.0,0.9425835,0.0,0.0,1.2513441,1.1925496,0.0,0.0,0.0,4121
628,0.0,1.5627656,0.150597,1.4598405,1.3029569,0.0,0.8980278,0.0,0.0,1.2046998,1.6250418,1.6922606,0.0,1.7127599,0.0,1.3960621,1.0988717,0.80653906,1.3060054,0.0,0.0,1.0095677,0.0,0.0,1.2428064,0.0,0.0,1.2679334,1.1029795,0.0,0.0,0.0,4126
629,0.0,1.4059014,0.13640854,1.3485919,1.1574792,0.0,0.794027,0.0,0.0,1.0802908,1.4017018,1.4966013,0.0,1.5230249,0.0,1.2245021,1.0356529,0.79562247,1.2253613,0.0,0.0,0.8887571,0.0,0.0,1.1698511,0.0,0.0,1.132741,0.9381652,0.0,0.0,0.0,4128
630,0.0,1.2762089,0.0,1.0775526,1.184355,0.0,0.83928335,0.0,0.0,1.2490522,1.8472188,1.5217004,0.0,1.5380715,0.0,1.4248941,0.6878696,0.35775372,0.9559667,0.0,0.0,1.0755701,0.0,0.0,0.85787207,0.0,0.0,1.2213684,1.2324803,0.0,0.0,0.0,4132
631,0.0,1.5378398,0.0,1.3363013,1.282963,0.0,0.89213765,0.0,0.0,1.2793958,1.8786,1.7501311,0.0,1.7500762,0.0,1.5091441,0.9566145,0.6356343,1.2007228,0.0,0.0,1.2167028,0.0,0.0,1.1203399,0.0,0.0,1.3691435,1.2476888,0.0,0.0,0.0,4133
632,0.0,1.8245051,0.1863609,1.6570531,1.5035405,0.0,1.0145562,0.0,0.0,1.3878825,1.9404219,2.0350468,0.0,2.020174,0.0,1.6330081,1.2521542,0.90571487,1.4685415,0.0,0.0,1.272026,0.0,0.0,1.4075849,0.0,0.0,1.4913676,1.2957304,0.0,0.0,0.0,4153
633,0.0,1.3234267,0.073491335,1.2409446,1.0892198,0.0,0.7607621,0.0,0.0,1.0349531,1.4068009,1.369008,0.0,1.4446254,0.0,1.2041036,0.93462497,0.6952243,1.1223445,0.0,0.0,0.86706233,0.0,0.0,1.038327,0.0,0.0,1.1116168,0.960117,0.0,0.0,0.0,4162
634,0.0,1.3858684,0.07861599,1.2967813,1.1546668,0.0,0.8068638,0.0,0.0,1.1024747,1.5038193,1.4704598,0.0,1.5218412,0.0,1.2773972,0.96558726,0.70446706,1.1665702,0.0,0.0,0.9325048,0.0,0.0,1.0868384,0.0,0.0,1.170042,1.0172427,0.0,0.0,0.0,4163
635,0.0,1.59417,0.14779738,1.4753749,1.3065366,0.0,0.89502347,0.0,0.0,1.2102084,1.6681987,1.7097532,0.0,1.7528993,0.0,1.4166361,1.1233102,0.82664394,1.316124,0.0,0.0,1.0745295,0.0,0.0,1.240389,0.0,0.0,1.3095737,1.1278379,0.0,0.0,0.0,4167
636,0.0,1.277423,0.0,1.1224209,1.0966914,0.0,0.765772,0.0,0.0,1.1255813,1.6219666,1.4094539,0.0,1.4500057,0.0,1.3098639,0.7929012,0.5196504,1.0196165,0.0,0.0,1.017889,0.0,0.0,0.9270155,0.0,0.0,1.184185,1.0711567,0.0,0.0,0.0,4178
637,0.0,1.6718091,0.18988925,1.5444624,1.378248,0.0,0.93049395,0.0,0.0,1.2587101,1.7220187,1.801507,0.0,1.8336827,0.0,1.4694263,1.1901742,0.8814126,1.3837801,0.0,0.0,1.0843104,0.0,0.0,1.311405,0.0,0.0,1.3447394,1.1590577,0.0,0.0,0.0,4180
638,0.0,0.65342367,0.0,0.56209826,0.6003741,0.0,0.4568019,0.0,0.0,0.67322767,0.9027823,0.63038206,0.0,0.79033273,0.0,0.74087715,0.48030585,0.28161153,0.56359524,0.0,0.0,0.42820174,0.0,0.0,0.5221728,0.0,0.0,0.6436746,0.60315406,0.0,0.0,0.0,4191
639,0.0,1.7834153,0.025580376,1.5261453,1.537918,0.0,1.0535299,0.0,0.0,1.5191672,2.2344966,2.1153078,0.0,2.060508,0.0,1.7793685,1.0645229,0.67171335,1.3544888,0.0,0.0,1.4164417,0.0,0.0,1.2743618,0.0,0.0,1.5735066,1.47464,0.0,0.0,0.0,4208
640,0.021144062,0.1254431,0.0,0.03017962,0.23422575,0.0,0.21990752,0.17751181,0.0,0.36940393,0.47857273,0.13630162,0.0,0.30560195,0.0,0.33517602,0.12045768,0.0,0.111521386,0.0075170547,0.029488802,0.005409643,0.0,0.0,0.19870916,0.0,0.0,0.2737412,0.27085567,0.26608956,0.0,0.001912415,4212
641,0.0,1.6448795,0.06550278,1.4703889,1.3902522,0.0,0.94819665,0.0,0.0,1.3363214,1.8892304,1.8471426,0.0,1.8453658,0.0,1.5626974,1.0684773,0.7342465,1.30368,0.0,0.0,1.225396,0.0,0.0,1.2242371,0.0,0.0,1.4138689,1.2577283,0.0,0.0,0.0,4232
642,0.0,1.9180354,0.12786505,1.7044599,1.6474735,0.0,1.1346236,0.0,0.0,1.5815932,2.2618215,2.2778118,0.0,2.188781,0.0,1.8420671,1.1970108,0.795575,1.4978479,0.0,0.0,1.4365029,0.0,0.0,1.4372246,0.0,0.0,1.6269599,1.5046908,0.0,0.0,0.0,4233
643,0.0,2.3074899,0.0,1.6509391,2.3504317,0.0,1.4993587,0.0,0.0,2.5255277,4.14876,3.315593,0.0,3.0075889,0.0,2.9205265,0.86109656,0.14009145,1.3824935,0.0,0.0,2.4024866,0.0,0.0,1.2965252,0.0,0.0,2.4433851,2.5351107,0.0,0.0,0.0,4235
644,0.0,0.34377486,0.0,0.3742504,0.16348553,0.0,0.20163779,0.017874807,0.0,0.29562688,0.6211045,0.42096177,0.0,0.40917993,0.0,0.434669,0.09223997,0.08710837,0.22435288,0.0,0.051951587,0.37586963,0.0,0.0,0.3041634,0.0,0.0,0.47117096,0.46269155,0.050194517,0.0,0.0,4236
645,0.0,0.1012224,0.0,0.07709882,0.0,0.0,0.09128538,0.17106417,0.0,0.16001959,0.41499013,0.25817317,0.0,0.23938796,0.0,0.27258807,0.0020328537,0.0,0.018869594,0.016454145,0.15938993,0.25493172,0.0,0.0,0.22536062,0.0,0.06330627,0.2876344,0.2931129,0.31294984,0.0,0.023343816,4237
646,0.26601005,0.0,0.0,0.0,0.0,0.14610235,0.0,0.36091536,0.0,0.016387999,0.117318034,0.0,0.0,0.069739744,0.0,0.0,0.0,0.0,0.0,0.20833898,0.41316447,0.0729882,0.0,0.21145916,0.0,0.0,0.323595,0.039881274,0.09211916,0.67500824,0.0,0.26749098,4238
647,0.0,1.8201559,0.0,1.5362825,1.6764903,0.0,1.207805,0.0,0.0,1.7635779,2.6450129,2.4105566,0.0,2.2122777,0.0,2.0233696,0.90969145,0.428167,1.3150897,0.0,0.0,1.6756142,0.0,0.0,1.2696687,0.0,0.0,1.7314504,1.734473,0.0,0.0,0.0,4251
648,0.0,1.6095195,0.0,1.3354518,1.480682,0.0,1.051957,0.0,0.0,1.55254,2.3521667,2.0468543,0.0,1.9586935,0.0,1.7868407,0.8185868,0.40597492,1.172909,0.0,0.0,1.3957677,0.0,0.0,1.0898261,0.0,0.0,1.5204439,1.5546935,0.0,0.0,0.0,4252
649,0.0,1.4585879,0.14296085,1.3894774,1.1918708,0.0,0.8255968,0.0,0.0,1.1136115,1.4915557,1.5595329,0.0,1.5852292,0.0,1.2926049,1.0464867,0.79366446,1.2396107,0.0,0.0,0.96489483,0.0,0.0,1.1779528,0.0,0.0,1.1891311,1.0144842,0.0,0.0,0.0,4256
650,0.0,2.8376253,0.0,2.092372,2.6631916,0.0,1.7293861,0.0,0.0,2.7715738,4.4825964,3.8952107,0.0,3.5708542,0.0,3.2536414,1.2829242,0.49235362,1.8159981,0.0,0.0,2.825354,0.0,0.0,1.7227818,0.0,0.0,2.788297,2.7926521,0.0,0.0,0.0,4262
651,0.0,0.8316686,0.0,0.70843387,0.76702654,0.0,0.56823564,0.0,0.0,0.87180877,1.2996929,0.90276647,0.0,0.9995565,0.0,0.9926394,0.44663602,0.23060337,0.6532677,0.0,0.0,0.7105647,0.0,0.0,0.5511736,0.0,0.0,0.86408615,0.87843084,0.0,0.0,0.0,4263
652,0.0,0.62436914,0.0,0.5674106,0.5401407,0.0,0.41708204,0.0,0.0,0.61420393,0.8312851,0.5599495,0.0,0.7424024,0.0,0.6838751,0.49856186,0.32890323,0.5607174,0.0,0.0,0.41149682,0.0,0.0,0.51584435,0.0,0.0,0.6305834,0.5438075,0.0,0.0,0.0,4266
653,0.0,1.914949,0.0,1.6430002,1.7898309,0.0,1.2768478,0.0,0.0,1.8360302,2.6915483,2.5177064,0.0,2.3135052,0.0,2.0894349,0.9951149,0.5126443,1.4281358,0.0,0.0,1.6057248,0.0,0.0,1.3739119,0.0,0.0,1.741885,1.7788755,0.0,0.0,0.0,4272
654,0.0,0.89154404,0.0,0.8416748,0.79627824,0.0,0.6000217,0.0,0.0,0.83386254,1.0976318,0.95142317,0.0,1.0286324,0.0,0.9277996,0.61075747,0.41228062,0.78234196,0.0,0.0,0.60441047,0.0,0.0,0.74561095,0.0,0.0,0.8234817,0.746017,0.0,0.0,0.0,4277
655,0.0,1.0890584,0.0,0.8213707,0.9772594,0.0,0.5435174,0.0,0.0,1.0643312,2.0757813,1.380314,0.0,1.3307929,0.0,1.3768293,0.27194285,0.060622096,0.5467182,0.0,0.0,1.1286904,0.0,0.0,0.47431377,0.0,0.0,1.2981149,1.2896231,0.0,0.0,0.0,4279
656,0.0,2.1493616,0.07376917,1.8415253,1.8611455,0.0,1.2717291,0.0,0.0,1.8219798,2.6883583,2.6545243,0.0,2.4911742,0.0,2.1360888,1.2528312,0.768649,1.5989214,0.0,0.0,1.7603425,0.0,0.0,1.5466015,0.0,0.0,1.885667,1.7586062,0.0,0.0,0.0,4280
657,0.0,1.2710336,0.0,1.1384999,1.1675807,0.0,0.844978,0.0,0.0,1.2320832,1.7428566,1.532112,0.0,1.48721,0.0,1.3958898,0.724866,0.41849822,1.007417,0.0,0.0,1.063503,0.0,0.0,0.94424707,0.0,0.0,1.2015789,1.155993,0.0,0.0,0.0,4281
658,0.0,1.6537851,0.0,1.4232072,1.4133987,0.0,0.96611786,0.0,0.0,1.4081339,2.0741923,1.9205041,0.0,1.897534,0.0,1.65405,1.00035,0.64128995,1.2661486,0.0,0.0,1.3425122,0.0,0.0,1.1812832,0.0,0.0,1.4919823,1.3591613,0.0,0.0,0.0,4282
659,0.0,0.21569292,0.0,0.17912331,0.12322658,0.0,0.13652179,0.044200823,0.0,0.31621453,0.47891548,0.21847264,0.0,0.33792058,0.0,0.40699333,0.20465457,0.15292197,0.17316528,0.0,0.07160029,0.41871148,0.0,0.0,0.23021083,0.0,0.004611358,0.3488676,0.32971585,0.102195166,0.0,0.0,4283
660,0.19143024,0.0,0.0,0.0,0.0,0.10389839,0.025392387,0.30487925,0.066661194,0.051644012,0.0049526095,0.0,0.0,0.014005192,0.0,0.023511022,0.0,0.0,0.0,0.11032735,0.38348603,0.0,0.0,0.1333797,0.112109296,0.0,0.46414337,0.0,0.011198491,0.45694482,0.0,0.29084268,4300
661,0.0,1.6516899,0.11684218,1.4887673,1.3741326,0.0,0.93239653,0.0,0.0,1.2948842,1.8275468,1.8248392,0.0,1.8475778,0.0,1.5175385,1.1197387,0.79065037,1.3214755,0.0,0.0,1.1964548,0.0,0.0,1.2481533,0.0,0.0,1.3911866,1.22066,0.0,0.0,0.0,4301
662,0.0,1.9309263,0.08441736,1.6807626,1.637001,0.0,1.1179031,0.0,0.0,1.5826478,2.3027477,2.277116,0.0,2.205961,0.0,1.8599397,1.1947495,0.78393686,1.4801621,0.0,0.0,1.5132337,0.0,0.0,1.4104565,0.0,0.0,1.6679758,1.5214967,0.0,0.0,0.0,4304
663,0.0,0.87332004,0.0,0.77968955,0.49211806,0.0,0.299604,0.0,0.0,0.57480156,1.5119624,1.1446624,0.0,1.025043,0.0,0.982924,0.025750563,0.10678448,0.36867934,0.0,0.0,1.111048,0.0,0.0,0.3625192,0.0,0.0,1.0489836,1.1305652,0.0,0.0,0.0,4305
664,0.0,1.4534065,0.0,1.2541337,1.2060817,0.0,0.79991996,0.0,0.0,1.1741955,1.7027115,1.5409292,0.0,1.6327882,0.0,1.3894092,0.9660247,0.67283964,1.1449205,0.0,0.0,1.1144334,0.0,0.0,1.0356715,0.0,0.0,1.2872076,1.1222501,0.0,0.0,0.0,4307
665,0.0,1.5509137,0.026419938,1.3842031,1.3708754,0.0,0.94401836,0.0,0.0,1.3533605,1.9042038,1.7929751,0.0,1.7675859,0.0,1.5559568,0.96842754,0.63240916,1.2335794,0.0,0.0,1.164693,0.0,0.0,1.1563838,0.0,0.0,1.3657433,1.2561227,0.0,0.0,0.0,4312
666,0.0,1.063305,0.017242923,1.0443189,0.89661855,0.0,0.65439487,0.0,0.0,0.8956418,1.156338,1.1145197,0.0,1.1576293,0.0,1.0043765,0.76543933,0.5717303,0.9517669,0.0,0.0,0.70710206,0.0,0.0,0.89941263,0.0,0.0,0.9159018,0.78587115,0.0,0.0,0.0,4319
667,0.0,1.9504523,0.111907125,1.7160813,1.65733,0.0,1.1326632,0.0,0.0,1.5933864,2.29548,2.3156855,0.0,2.2187438,0.0,1.8682364,1.2166984,0.805143,1.5037878,0.0,0.0,1.5067871,0.0,0.0,1.4498242,0.0,0.0,1.6666826,1.5169581,0.0,0.0,0.0,4321
668,0.0,1.5259687,0.0,1.27038,1.4609736,0.0,1.0736511,0.0,0.0,1.6221759,2.5565076,2.1287513,0.0,1.9253201,0.0,1.854654,0.643149,0.19368133,1.054391,0.0,0.0,1.5394733,0.0,0.0,1.0237895,0.0,0.0,1.5993408,1.6405634,0.0,0.0,0.0,4322
669,1.9014453,0.0,0.0,0.0,0.0,0.77948636,0.0,0.54192066,1.161806,0.0,0.0,0.0,0.88410795,0.0,0.2849467,0.0,0.0,0.0,0.0,0.9460764,1.9837717,0.0,0.5787453,1.0604546,0.0,0.0,1.8127757,0.0,0.0,2.3924413,0.5848926,1.3258079,4337
670,0.0,1.53264,0.0,1.338507,1.2972027,0.0,0.8869442,0.0,0.0,1.2923973,1.8893511,1.7360362,0.0,1.7374597,0.0,1.5201801,0.95085156,0.63040197,1.1954157,0.0,0.0,1.2216928,0.0,0.0,1.1104454,0.0,0.0,1.3866137,1.2373543,0.0,0.0,0.0,4341
671,0.0,2.1853492,0.0,1.5495443,2.0652354,0.0,1.3982185,0.0,0.0,2.2566757,3.765457,3.0590746,0.0,2.8343801,0.0,2.6507475,0.8497834,0.16878092,1.311492,0.0,0.0,2.3724873,0.0,0.0,1.2189807,0.0,0.0,2.2852864,2.3798702,0.0,0.0,0.0,4342
672,0.0,1.0046642,0.0,0.94578624,0.8210945,0.0,0.59943247,0.0,0.0,0.8404514,1.1359502,0.99530303,0.0,1.0931972,0.0,0.9700601,0.7220215,0.5321076,0.8845371,0.0,0.0,0.70541966,0.0,0.0,0.805549,0.0,0.0,0.89904666,0.77248394,0.0,0.0,0.0,4343
673,0.0,0.75319713,0.0,0.6742164,0.6591542,0.0,0.48412764,0.0,0.0,0.75056726,1.0469348,0.74407834,0.0,0.85984164,0.0,0.85126245,0.5206588,0.33910477,0.65426356,0.0,0.0,0.6135762,0.0,0.0,0.58274496,0.0,0.0,0.769612,0.6803253,0.0,0.0,0.0,4353
674,0.0,1.227047,0.0,1.100914,1.0699135,0.0,0.78561306,0.0,0.0,1.1365929,1.645424,1.4569255,0.0,1.4200859,0.0,1.308816,0.72322154,0.44205713,0.97956717,0.0,0.0,1.0417522,0.0,0.0,0.93061686,0.0,0.0,1.1626972,1.0903883,0.0,0.0,0.0,4373
675,0.0,0.76279324,0.0,0.71355075,0.6469574,0.0,0.5078038,0.0,0.0,0.7394121,1.0185716,0.75814426,0.0,0.8620004,0.0,0.8392215,0.52555674,0.35477352,0.6868795,0.0,0.0,0.5723381,0.0,0.0,0.6173365,0.0,0.0,0.75932544,0.6817505,0.0,0.0,0.0,4374
676,0.0,1.4491042,0.0,1.1926212,1.3446028,0.0,0.972746,0.0,0.0,1.4697707,2.2411585,1.8643352,0.0,1.7832911,0.0,1.6845601,0.7117445,0.31625825,1.0541,0.0,0.0,1.3891994,0.0,0.0,0.976539,0.0,0.0,1.4577969,1.4580214,0.0,0.0,0.0,4384
677,0.0,1.8209809,0.07871871,1.612922,1.5580697,0.0,1.0890442,0.0,0.0,1.521033,2.195908,2.170864,0.0,2.0879138,0.0,1.773664,1.1138811,0.72136664,1.4107487,0.0,0.0,1.4190807,0.0,0.0,1.3513706,0.0,0.0,1.5773824,1.4647706,0.0,0.0,0.0,4387
678,0.0,1.4563367,0.13017279,1.3725189,1.2153028,0.0,0.83890355,0.0,0.0,1.1292536,1.5026627,1.5551046,0.0,1.5912354,0.0,1.2964001,1.0431082,0.7723329,1.2373003,0.0,0.0,0.92587274,0.0,0.0,1.1756731,0.0,0.0,1.1869375,1.0149873,0.0,0.0,0.0,4403
679,0.0,1.5670795,0.13648093,1.4433529,1.2824609,0.0,0.87015355,0.0,0.0,1.1859351,1.6395639,1.661012,0.0,1.7201504,0.0,1.3918502,1.1075724,0.81788063,1.2901399,0.0,0.0,1.0544299,0.0,0.0,1.2081872,0.0,0.0,1.2911423,1.1063042,0.0,0.0,0.0,4411
680,0.8037486,0.0,0.0,0.0,0.0,0.3299491,0.0,0.5912751,0.24237707,0.0,0.0,0.0,0.13693818,0.0,0.080784395,0.0,0.0,0.0,0.0,0.3401873,0.8156657,0.0,0.0,0.43626353,0.0,0.0,0.711726,0.0,0.0,1.0270135,0.0,0.56696606,4420
681,0.0,1.2124305,0.06798187,1.1519855,0.9914391,0.0,0.7031982,0.0,0.0,0.9395257,1.2499075,1.2236189,0.0,1.3236623,0.0,1.0825759,0.8921893,0.6718464,1.0519204,0.0,0.0,0.7782411,0.0,0.0,0.9808268,0.0,0.0,1.0162005,0.8591491,0.0,0.0,0.0,4422
682,0.0,1.0345248,0.0,0.8569311,1.0018823,0.0,0.69751143,0.0,0.0,1.1007646,1.6152561,1.2148916,0.0,1.2543987,0.0,1.2461909,0.53950095,0.26809523,0.78543234,0.0,0.0,0.9006313,0.0,0.0,0.68534607,0.0,0.0,1.044901,1.0603764,0.0,0.0,0.0,4433
683,0.0,0.61000204,0.0,0.5565379,0.39509296,0.0,0.34050286,0.0,0.0,0.53501475,1.0394933,0.68876344,0.0,0.6836219,0.0,0.7169497,0.23202908,0.14621432,0.43140012,0.0,0.0,0.596965,0.0,0.0,0.42277652,0.0,0.0,0.73319703,0.70133114,0.0,0.0,0.0,4439
684,0.0,1.1203974,0.0,0.8383312,1.0933706,0.0,0.70325625,0.0,0.0,1.2154819,2.003609,1.3903921,0.0,1.4032811,0.0,1.4159873,0.48756462,0.14773858,0.7182268,0.0,0.0,1.1019835,0.0,0.0,0.6299508,0.0,0.0,1.2503836,1.2307444,0.0,0.0,0.0,4440
685,0.0,1.6422782,0.1186803,1.5087512,1.3702362,0.0,0.95430684,0.0,0.0,1.2998587,1.8191298,1.8408672,0.0,1.8362176,0.0,1.5163841,1.094785,0.7713175,1.3277943,0.0,0.0,1.1824346,0.0,0.0,1.2608206,0.0,0.0,1.3819351,1.2298276,0.0,0.0,0.0,4442
686,0.0,1.6014231,0.0,1.2310387,1.5598667,0.0,1.0746815,0.0,0.0,1.6976898,2.6602938,2.12497,0.0,2.0303006,0.0,1.9458356,0.70159525,0.22643271,1.0742072,0.0,0.0,1.5762525,0.0,0.0,0.972396,0.0,0.0,1.6442759,1.7043191,0.0,0.0,0.0,4453
687,0.0,1.3469912,0.0,0.9996892,1.2461548,0.0,0.7986573,0.0,0.0,1.3152994,2.0218756,1.5542682,0.0,1.6206161,0.0,1.5404024,0.70150286,0.3581614,0.93930644,0.0,0.0,1.1662028,0.0,0.0,0.79725343,0.0,0.0,1.3061428,1.3042045,0.0,0.0,0.0,4454
688,0.0,1.1880659,0.0,0.76164216,1.0384443,0.0,0.6069591,0.0,0.0,1.1837975,2.213725,1.4737839,0.0,1.529797,0.0,1.4838943,0.457079,0.13608155,0.6378205,0.0,0.0,1.4245741,0.0,0.0,0.54041755,0.0,0.0,1.3924378,1.361474,0.0,0.0,0.0,4455
689,0.0,1.3892881,0.0,1.0410303,1.2584623,0.0,0.8408046,0.0,0.0,1.3453846,2.1286287,1.6447384,0.0,1.701945,0.0,1.5807364,0.7028903,0.3358363,0.95803845,0.0,0.0,1.2690659,0.0,0.0,0.82277167,0.0,0.0,1.3753754,1.3830258,0.0,0.0,0.0,4456
690,0.0,0.78594315,0.0,0.738029,0.77532655,0.0,0.6047213,0.0,0.0,0.89166754,1.2347262,0.949721,0.0,0.93178785,0.0,0.97294974,0.4162799,0.20009582,0.66338253,0.0,0.0,0.632719,0.0,0.0,0.62212205,0.0,0.0,0.8041247,0.82745516,0.0,0.0,0.0,4458
691,0.0,1.6976354,0.0,1.380184,1.6341567,0.0,1.1600486,0.0,0.0,1.7682915,2.704367,2.2981687,0.0,2.1162217,0.0,2.0168533,0.76956135,0.28115836,1.1818292,0.0,0.0,1.6531395,0.0,0.0,1.1189809,0.0,0.0,1.7082381,1.740003,0.0,0.0,0.0,4461
692,0.0,1.6849613,0.08122262,1.5165342,1.4448553,0.0,0.99262226,0.0,0.0,1.3935711,1.9640502,1.9363362,0.0,1.9004627,0.0,1.617798,1.0841755,0.731887,1.3374679,0.0,0.0,1.2551577,0.0,0.0,1.2714804,0.0,0.0,1.4497833,1.3006173,0.0,0.0,0.0,4462
693,0.0,2.2455647,0.058260486,1.906623,2.0049071,0.0,1.3933598,0.0,0.0,1.9998131,2.9814277,2.896018,0.0,2.6685364,0.0,2.3211138,1.2276918,0.6871155,1.6411258,0.0,0.0,1.9016753,0.0,0.0,1.5968918,0.0,0.0,2.0044386,1.9528518,0.0,0.0,0.0,4466
694,0.0,1.5854062,0.042323172,1.4073178,1.3154085,0.0,0.9101472,0.0,0.0,1.2803748,1.8260987,1.7631859,0.0,1.7737458,0.0,1.504434,1.0347595,0.7163327,1.2684718,0.0,0.0,1.184627,0.0,0.0,1.1853997,0.0,0.0,1.3712124,1.2158749,0.0,0.0,0.0,6855
695,0.22226077,0.0,0.0,0.0,0.0,0.18999483,0.0,0.47564414,0.0,0.0,0.09930574,0.0,0.0,0.05544836,0.0,0.0035467595,0.0,0.0,0.0,0.13187554,0.34659892,0.038292587,0.0,0.17156127,0.0,0.0,0.3146285,0.0406031,0.071101025,0.72193307,0.0,0.26186252,6844
696,0.0,2.073881,0.013760552,1.7635506,1.8598454,0.0,1.2960985,0.0,0.0,1.8732519,2.7991822,2.6543,0.0,2.4674783,0.0,2.168885,1.1309339,0.6203778,1.517275,0.0,0.0,1.7803608,0.0,0.0,1.4656371,0.0,0.0,1.889171,1.8241823,0.0,0.0,0.0,6822
697,0.0,1.9940993,0.1446079,1.7494799,1.6964263,0.0,1.1535338,0.0,0.0,1.6167828,2.3277597,2.351696,0.0,2.2716875,0.0,1.8950819,1.2557164,0.84797025,1.5519872,0.0,0.0,1.4816841,0.0,0.0,1.4838887,0.0,0.0,1.676118,1.5449182,0.0,0.0,0.0,6823
698,0.0,1.7459826,0.19985148,1.6176136,1.4364843,0.0,0.97498703,0.0,0.0,1.3166718,1.8080797,1.9252492,0.0,1.9179007,0.0,1.5437952,1.222043,0.9025276,1.4315634,0.0,0.0,1.177101,0.0,0.0,1.3746628,0.0,0.0,1.4108623,1.2169133,0.0,0.0,0.0,6824
699,0.0,1.0200603,0.0,0.6929785,0.8432952,0.0,0.5316982,0.0,0.0,1.0009263,1.8705486,1.2290975,0.0,1.2750629,0.0,1.2602869,0.42104703,0.17063607,0.61672,0.0,0.0,1.1644671,0.0,0.0,0.53581524,0.0,0.0,1.2014743,1.1508021,0.0,0.0,0.0,6825
700,0.0,1.6490091,0.16201994,1.5237198,1.3534387,0.0,0.9194119,0.0,0.0,1.2453632,1.7116749,1.7727267,0.0,1.8076787,0.0,1.4593769,1.1624113,0.8580631,1.3580183,0.0,0.0,1.1013942,0.0,0.0,1.2827351,0.0,0.0,1.3457047,1.1533121,0.0,0.0,0.0,6827
701,2.2217379,0.0,0.0,0.0,0.0,0.96854264,0.0,1.0735195,1.4164023,0.0,0.0,0.0,0.54443806,0.0,0.40902078,0.0,0.0,0.0,0.0,0.69749594,2.447538,0.0,0.42837667,0.97905326,0.0,0.0,2.452096,0.0,0.0,3.3232007,0.0,1.6167752,6828
702,0.0,0.6353768,0.0,0.6291039,0.2675491,0.0,0.24622884,0.0,0.0,0.4153478,1.1131873,0.8531877,0.0,0.7384191,0.0,0.7375178,0.04112485,0.09210335,0.2944771,0.0,0.0,0.86824274,0.0,0.0,0.35104913,0.0,0.0,0.82231915,0.8411318,0.0,0.0,0.0,6829
703,0.0,1.7925324,0.0,1.4647787,1.6465328,0.0,1.1364149,0.0,0.0,1.728838,2.6572833,2.312695,0.0,2.174282,0.0,2.0052214,0.8977875,0.43481654,1.273606,0.0,0.0,1.6550375,0.0,0.0,1.1979423,0.0,0.0,1.7438276,1.7043508,0.0,0.0,0.0,6810
704,0.0,1.1760895,0.06503749,1.1046638,0.97863907,0.0,0.66771877,0.0,0.0,0.9075434,1.1649792,1.1586876,0.0,1.2767719,0.0,1.0409653,0.8938286,0.683753,1.0280126,0.0,0.0,0.6911267,0.0,0.0,0.9689336,0.0,0.0,0.970036,0.78855073,0.0,0.0,0.0,6813
705,0.0,0.78344005,0.0,0.608202,0.6518186,0.0,0.4582537,0.0,0.0,0.77653265,1.3586609,0.8472065,0.0,0.9405026,0.0,0.9448403,0.37415344,0.17315853,0.5422656,0.0,0.0,0.7558328,0.0,0.0,0.46100324,0.0,0.0,0.9032778,0.86422515,0.0,0.0,0.0,6803
706,0.0,1.4511467,0.14080888,1.3724391,1.1915088,0.0,0.82318985,0.0,0.0,1.098191,1.4570193,1.5274312,0.0,1.5775194,0.0,1.2681519,1.0520205,0.7946923,1.238883,0.0,0.0,0.910519,0.0,0.0,1.1752391,0.0,0.0,1.173308,0.9916251,0.0,0.0,0.0,6808
